"changedFields","ibisProductId","ibisSourceId","newPublished","newSourcePrice","newStockQty","newStockStatus","nikProductId","nikSourceId","oldPublished","oldSourcePrice","oldStockQty","oldStockStatus","sku"
"stockQty","69e9eb1c2eeb571971d51713","83303","true","7.41","9","instock","69b43d61c23d34935c3ac6de","2759","true","7.41","8","instock","164AC00"
"stockQty","69e9f2da2eeb571971d5c918","95130","true","18.41","4","instock","69b43d61c23d34935c3ac6e7","2761","true","18.41","5","instock","320ZN06"
"sourcePrice|published","69e9eb1a2eeb571971d516e3","83291","true","14.57","0","outofstock","69b43d62c23d34935c3ac6f0","2763","false","0","0","outofstock","164AR07"
"sourcePrice|stockQty|published","69e9eb1a2eeb571971d516eb","83293","true","12.27","0","outofstock","69b43d62c23d34935c3ac6f9","2765","false","0","-1","outofstock","164ID10"
"stockQty","69e9eb1a2eeb571971d516f3","83295","true","7.41","7","instock","69b43d62c23d34935c3ac702","2767","true","7.41","21","instock","164FA02"
"stockQty|stockStatus","69e9eb192eeb571971d516cb","83285","true","12.27","1","instock","69b43d63c23d34935c3ac714","2771","true","12.27","0","outofstock","164AK03"
"sourcePrice|stockQty","69e9eb192eeb571971d516d3","83287","true","6.5","16","instock","69b43d63c23d34935c3ac71d","2773","true","7.48","14","instock","164VE00"
"sourcePrice|stockQty","69e9eb192eeb571971d516db","83289","true","3.5","15","instock","69b43d63c23d34935c3ac726","2775","true","3.48","20","instock","140ZW06"
"stockQty","69e9eb182eeb571971d516c3","83283","true","7.16","4","instock","69b43d64c23d34935c3ac72f","2777","true","7.16","2","instock","164CY06"
"stockQty|stockStatus","69e9eb182eeb571971d516b3","83279","true","6.54","9","instock","69b43d64c23d34935c3ac738","2779","true","6.54","0","outofstock","164BY01"
"stockQty","69e9eb182eeb571971d516bb","83281","true","11.25","5","instock","69b43d64c23d34935c3ac741","2781","true","11.25","3","instock","164CY07"
"sourcePrice|stockQty","69e9eb162eeb571971d51693","83271","true","19.5","15","instock","69b43d65c23d34935c3ac74a","2783","true","22.43","18","instock","159FN00"
"sourcePrice|stockQty","69e9eb172eeb571971d5169b","83273","true","7.41","17","instock","69b43d65c23d34935c3ac753","2785","true","8.18","18","instock","159LG00"
"stockQty","69e9eb172eeb571971d516a3","83275","true","9.46","7","instock","69b43d65c23d34935c3ac75c","2787","true","9.46","1","instock","159CY11"
"sourcePrice|stockQty","69e9eb172eeb571971d516ab","83277","true","9.46","4","instock","69b43d65c23d34935c3ac765","2789","true","8.44","5","instock","159SU01"
"sourcePrice|stockQty","69e9eb152eeb571971d5167b","83265","true","8.5","7","instock","69b43d66c23d34935c3ac777","2799","true","9.78","47","instock","159AR07"
"stockQty","69e9eb162eeb571971d51683","83267","true","7.16","24","instock","69b43d66c23d34935c3ac780","2801","true","7.16","33","instock","159LG01"
"sourcePrice|stockQty","69e9eb152eeb571971d51672","83263","true","8.5","20","instock","69b43d67c23d34935c3ac789","2803","true","8.44","31","instock","159AR09"
"sourcePrice|stockQty","69e9eb152eeb571971d5166a","83261","true","13.55","6","instock","69b43d67c23d34935c3ac792","2805","true","11.25","9","instock","159AC02"
"sourcePrice|stockQty","69e9eb142eeb571971d5165a","83257","true","11.25","1","instock","69b43d67c23d34935c3ac79b","2807","true","8.18","19","instock","159GR03"
"stockQty","69e9eb142eeb571971d51662","83259","true","8.44","7","instock","69b43d67c23d34935c3ac7a4","2811","true","8.44","4","instock","159SL03"
"stockQty","69e9eb132eeb571971d51642","83252","true","9.46","1","instock","69b43d68c23d34935c3ac7ad","2815","true","9.46","2","instock","159GR00"
"stockQty","69e9eb132eeb571971d5164a","83254","true","11.25","4","instock","69b43d68c23d34935c3ac7b6","2817","true","11.25","3","instock","159BY03"
"sourcePrice|stockQty","69e9eb142eeb571971d51652","83256","true","8.44","4","instock","69b43d68c23d34935c3ac7bf","2819","true","0","2","instock","159AK01"
"stockQty","69e9eb122eeb571971d51632","83249","true","9.46","9","instock","69b43d69c23d34935c3ac7c8","2821","true","9.46","8","instock","159AR03"
"stockQty","69e9eb122eeb571971d5163a","83251","true","9.46","5","instock","69b43d69c23d34935c3ac7d1","2823","true","9.46","3","instock","159ZN08"
"sourcePrice","69e9eb112eeb571971d51622","83245","true","11.25","1","instock","69b43d69c23d34935c3ac7da","2825","true","13.29","1","instock","159AE04"
"sourcePrice|stockQty|stockStatus","69e9eb122eeb571971d5162a","83247","true","12.27","12","instock","69b43d6ac23d34935c3ac7e3","2827","true","14.32","-3","outofstock","159BH03"
"sourcePrice|published","69e9eb112eeb571971d5161a","83243","true","9.46","0","outofstock","69b43d6ac23d34935c3ac7ec","2829","false","0","0","outofstock","149IG07"
"sourcePrice|published","69e9eb112eeb571971d51612","83241","true","16.62","0","outofstock","69b43d6ac23d34935c3ac7f5","2831","false","0","0","outofstock","149AR03"
"sourcePrice|published","69e9eb102eeb571971d51602","83237","true","9.46","0","outofstock","69b43d6ac23d34935c3ac7fe","2837","false","0","0","outofstock","149IG05"
"stockQty","69e9eb102eeb571971d5160a","83239","true","11.25","4","instock","69b43d6bc23d34935c3ac807","2839","true","11.25","3","instock","149IG06"
"stockQty|stockStatus","69e9eb102eeb571971d515fa","83235","true","7.41","2","instock","69b43d6bc23d34935c3ac810","2841","true","7.41","0","outofstock","150BY01"
"sourcePrice|stockQty|published","69e9eb0f2eeb571971d515f2","83233","true","14.57","1","instock","69b43d6bc23d34935c3ac819","2845","false","0","2","instock","150FA00"
"sourcePrice|stockQty|stockStatus","69e9eb0f2eeb571971d515ea","83231","true","10.12","3","instock","69b43d6cc23d34935c3ac822","2847","true","0","0","outofstock","150CY00"
"stockQty","69e9f2da2eeb571971d5c910","95128","true","17.38","2","instock","69b43d6cc23d34935c3ac82b","2853","true","17.38","1","instock","138MI02"
"stockQty","69e9f2da2eeb571971d5c908","95125","true","13.29","5","instock","69b43d6cc23d34935c3ac834","2855","true","13.29","4","instock","138AR00"
"sourcePrice|stockQty|published","69e9f2d92eeb571971d5c900","95122","true","127.82","1","instock","69b43d6cc23d34935c3ac83d","2859","false","0","3","instock","162AR20"
"sourcePrice","69e9eb0f2eeb571971d515e2","83229","true","12","4","instock","69b43d6dc23d34935c3ac846","2865","true","8.18","4","instock","138MI00"
"stockQty|stockStatus","69e9f2d92eeb571971d5c8f0","95118","true","19.43","1","instock","69b43d6dc23d34935c3ac84f","2867","true","19.43","0","outofstock","138MI01"
"stockQty","69e9f2d92eeb571971d5c8f8","95120","true","39.88","2","instock","69b43d6dc23d34935c3ac858","2871","true","39.88","1","instock","162SM01"
"stockQty","69e9f2d82eeb571971d5c8e8","95116","true","38.86","8","instock","69b43d6ec23d34935c3ac861","2875","true","38.86","3","instock","140AR13"
"stockQty","69e9f2d72eeb571971d5c8d7","95112","true","19.43","3","instock","69b43d6ec23d34935c3ac873","2883","true","19.43","2","instock","140CY16"
"sourcePrice|published","69e9f2d72eeb571971d5c8cf","95110","true","26.59","0","outofstock","69b43d6ec23d34935c3ac87c","2887","false","0","0","outofstock","140AR17"
"sourcePrice|stockQty","69e9eb0e2eeb571971d515da","83227","true","4","55","instock","69b43d6fc23d34935c3ac885","2889","true","4.6","50","instock","167IG06"
"sourcePrice|stockQty","69e9eb0e2eeb571971d515d2","83225","true","16.5","5","instock","69b43d6fc23d34935c3ac88e","2891","true","18.98","6","instock","165IG04"
"stockQty","69e9eb0e2eeb571971d515ca","83223","true","8.44","1","instock","69b43d6fc23d34935c3ac897","2893","true","8.44","6","instock","116LG366"
"stockQty","69e9eb0d2eeb571971d515c1","83221","true","7.41","7","instock","69b43d70c23d34935c3ac8a0","2895","true","7.41","8","instock","116LG140"
"stockQty","69e9eb0d2eeb571971d515b8","83219","true","7.41","8","instock","69b43d70c23d34935c3ac8a9","2897","true","7.41","9","instock","116LG123"
"stockQty","69e9eb0c2eeb571971d515a8","83215","true","8.44","11","instock","69b43d71c23d34935c3ac8bb","2901","true","8.44","9","instock","116LG205"
"stockQty","69e9eb0c2eeb571971d515a0","83213","true","8.44","19","instock","69b43d71c23d34935c3ac8c4","2903","true","8.44","15","instock","116LG161"
"stockQty","69e9eb0b2eeb571971d51598","83211","true","8.44","6","instock","69b43d71c23d34935c3ac8cd","2905","true","8.44","5","instock","116LG233"
"stockQty","69e9eb0b2eeb571971d51590","83209","true","8.44","10","instock","69b43d71c23d34935c3ac8d6","2907","true","8.44","7","instock","116LG317"
"stockQty","69e9eb0b2eeb571971d51588","83207","true","8.44","9","instock","69b43d72c23d34935c3ac8df","2909","true","8.44","7","instock","116LG235"
"stockQty","69e9eb0a2eeb571971d51580","83205","true","8.44","10","instock","69b43d72c23d34935c3ac8e8","2911","true","8.44","7","instock","116LG45"
"stockQty","69e9eb0a2eeb571971d51578","83203","true","7.41","10","instock","69b43d72c23d34935c3ac8f1","2913","true","7.41","7","instock","116LG207"
"stockQty","69e9eb092eeb571971d51568","83199","true","7.41","18","instock","69b43d73c23d34935c3ac903","2917","true","7.41","15","instock","116LG240"
"sourcePrice|stockQty|published","69e9eb092eeb571971d51560","83197","true","8.44","4","instock","69b43d73c23d34935c3ac90c","2919","false","0","9","instock","116LG187"
"stockQty","69e9eb092eeb571971d51558","83195","true","8.44","9","instock","69b43d73c23d34935c3ac915","2921","true","8.44","5","instock","116LG604"
"sourcePrice|stockQty","69e9eb082eeb571971d51548","83191","true","8.5","11","instock","69b43d74c23d34935c3ac927","2925","true","8.44","13","instock","116LG201"
"stockQty","69e9eb082eeb571971d51540","83189","true","9.46","7","instock","69b43d74c23d34935c3ac930","2927","true","9.46","5","instock","116LG279"
"stockQty","69e9eb072eeb571971d51538","83187","true","9.46","8","instock","69b43d75c23d34935c3ac939","2929","true","9.46","14","instock","116LG281"
"stockQty","69e9eb072eeb571971d51530","83185","true","8.44","2","instock","69b43d75c23d34935c3ac942","2931","true","8.44","8","instock","116LG617"
"stockQty","69e9eb072eeb571971d51528","83183","true","8.44","5","instock","69b43d75c23d34935c3ac94b","2933","true","8.44","3","instock","116LG618"
"stockQty","69e9eb062eeb571971d51520","83181","true","9.46","16","instock","69b43d75c23d34935c3ac954","2935","true","9.46","8","instock","116LG93"
"stockQty","69e9eb062eeb571971d51518","83179","true","8.44","20","instock","69b43d76c23d34935c3ac95d","2937","true","8.44","16","instock","116LG417"
"stockQty","69e9eb062eeb571971d51510","83177","true","9.46","5","instock","69b43d76c23d34935c3ac966","2939","true","9.46","4","instock","116LG332"
"sourcePrice|stockQty","69e9eb052eeb571971d51508","83175","true","9.5","10","instock","69b43d76c23d34935c3ac96f","2945","true","10.93","8","instock","116LG360"
"sourcePrice","69e9eb052eeb571971d51500","83173","true","8.44","14","instock","69b43d77c23d34935c3ac978","2947","true","0","14","instock","116LG164"
"stockQty","69e9eb042eeb571971d514f0","83169","true","9.46","12","instock","69b43d77c23d34935c3ac98a","2951","true","9.46","6","instock","116LG413"
"stockQty","69e9eb032eeb571971d514e0","83165","true","9.46","2","instock","69b43d78c23d34935c3ac99c","2955","true","9.46","4","instock","116LG622"
"sourcePrice|stockQty","69e9eb032eeb571971d514d0","83161","true","11.25","1","instock","69b43d78c23d34935c3ac9ae","2959","true","0","3","instock","116LG624"
"stockQty","69e9eb022eeb571971d514c8","83159","true","9.46","8","instock","69b43d79c23d34935c3ac9b7","2961","true","9.46","11","instock","116LG35"
"sourcePrice|stockQty","69e9eb022eeb571971d514c0","83157","true","9.46","12","instock","69b43d79c23d34935c3ac9c0","2963","true","0","8","instock","116LG323"
"stockQty","69e9eb022eeb571971d514b8","83155","true","9.46","8","instock","69b43d79c23d34935c3ac9c9","2965","true","9.46","6","instock","116LG48"
"stockQty","69e9eb012eeb571971d514b0","83153","true","9.46","3","instock","69b43d79c23d34935c3ac9d2","2967","true","9.46","2","instock","116LG627"
"sourcePrice|stockQty|published","69e9f2d72eeb571971d5c8c7","95108","true","10.99","9","instock","69b43d7ac23d34935c3ac9db","2969","false","0","25","instock","116LG110"
"stockQty","69e9f2d62eeb571971d5c8b6","95104","true","10.99","2","instock","69b43d7ac23d34935c3ac9ed","2973","true","10.99","5","instock","116LG169"
"stockQty|stockStatus","69e9f2d62eeb571971d5c8ae","95102","true","10.99","4","instock","69b43d7bc23d34935c3ac9f6","2975","true","10.99","0","outofstock","116LG170"
"stockQty","69e9f2d52eeb571971d5c8a6","95100","true","10.74","3","instock","69b43d7bc23d34935c3ac9ff","2977","true","10.74","2","instock","116LG631"
"stockQty","69e9f2d52eeb571971d5c89e","95098","true","13.55","9","instock","69b43d7bc23d34935c3aca08","2979","true","13.55","7","instock","116LG630"
"stockQty","69e9f2d52eeb571971d5c896","95096","true","10.99","8","instock","69b43d7bc23d34935c3aca11","2981","true","10.99","2","instock","116LG175"
"stockQty","69e9f2d42eeb571971d5c88e","95094","true","10.74","11","instock","69b43d7cc23d34935c3aca1a","2983","true","10.74","8","instock","116LG176"
"stockQty","69e9f2d42eeb571971d5c886","95092","true","10.99","11","instock","69b43d7cc23d34935c3aca23","2985","true","10.99","13","instock","116LG359"
"sourcePrice|stockQty","69e9f2d32eeb571971d5c86d","95086","true","11.5","9","instock","69b43d7dc23d34935c3aca35","2989","true","10.99","4","instock","116LG632"
"sourcePrice|stockQty","69e9f2d32eeb571971d5c875","95088","true","11.25","8","instock","69b43d7dc23d34935c3aca3e","2991","true","12.98","7","instock","116LG629"
"stockQty","69e9f2d22eeb571971d5c85d","95082","true","10.99","15","instock","69b43d7dc23d34935c3aca50","2995","true","10.99","5","instock","116LG57"
"stockQty","69e9f2d22eeb571971d5c854","95080","true","10.99","4","instock","69b43d7ec23d34935c3aca59","2997","true","10.99","3","instock","116LG182"
"sourcePrice|stockQty","69e9f2d22eeb571971d5c84c","95078","true","9.5","9","instock","69b43d7ec23d34935c3aca62","2999","true","10.93","10","instock","116LG113"
"sourcePrice|stockQty","69e9f2d12eeb571971d5c844","95076","true","10.5","16","instock","69b43d7ec23d34935c3aca6b","3001","true","12.08","6","instock","116LG184"
"stockQty","69e9f2d12eeb571971d5c83c","95074","true","9.46","8","instock","69b43d7fc23d34935c3aca74","3003","true","9.46","5","instock","116LG156"
"sourcePrice|stockQty","69e9f2d12eeb571971d5c834","95072","true","9.8","7","instock","69b43d7fc23d34935c3aca7d","3007","true","11.27","15","instock","116LG114"
"sourcePrice|stockQty","69e9f2d02eeb571971d5c82c","95070","true","10.5","16","instock","69b43d7fc23d34935c3aca86","3009","true","12.08","37","instock","116LG67"
"sourcePrice","69e9f2d02eeb571971d5c81c","95066","true","10.5","9","instock","69b43d7fc23d34935c3aca8f","3011","true","12.08","9","instock","116LG66"
"stockQty","69e9f2d02eeb571971d5c824","95068","true","10.74","9","instock","69b43d80c23d34935c3aca98","3013","true","10.74","10","instock","116LG49"
"sourcePrice|published","69e9f2cf2eeb571971d5c814","95064","true","11.25","0","outofstock","69b43d80c23d34935c3acaa1","3015","false","0","0","outofstock","116LG364"
"sourcePrice|stockQty|stockStatus|published","69e9eb012eeb571971d514a8","83151","true","46.02","1","instock","69b43d80c23d34935c3acaaa","3017","false","0","0","outofstock","171SL22"
"sourcePrice|stockQty","69e9f2cf2eeb571971d5c80c","95062","true","5.5","34","instock","69b43d81c23d34935c3acabc","3033","true","6.33","20","instock","112LG16"
"sourcePrice|stockQty","69e9eb002eeb571971d51498","83147","true","9.5","14","instock","69b43d81c23d34935c3acac5","3045","true","10.93","10","instock","162AE11"
"sourcePrice|stockQty","69e9eb002eeb571971d51490","83145","true","12.5","26","instock","69b43d81c23d34935c3acace","3047","true","14.38","36","instock","162ID08"
"sourcePrice|stockQty","69e9e7562eeb571971d4c018","102777","true","4","331","instock","69b43d82c23d34935c3acad7","3049","true","4.6","479","instock","162LG01"
"stockQty","69e9eb002eeb571971d51488","83143","true","11.25","5","instock","69b43d82c23d34935c3acae9","3055","true","11.25","19","instock","162AR43"
"sourcePrice|stockQty","69e9eaff2eeb571971d51478","83139","true","8.5","13","instock","69b43d83c23d34935c3acaf2","3057","true","9.78","9","instock","162AC06"
"stockQty","69e9eaff2eeb571971d51480","83141","true","3.07","74","instock","69b43d83c23d34935c3acafb","3059","true","3.07","10","instock","162BH02"
"sourcePrice|stockQty","69e9eafe2eeb571971d51468","83135","true","6.5","25","instock","69b43d83c23d34935c3acb04","3061","true","7.48","29","instock","162MI02"
"stockQty","69e9eaff2eeb571971d51470","83137","true","12.27","1","instock","69b43d83c23d34935c3acb0d","3063","true","12.27","4","instock","162HP00"
"stockQty","69e9eafe2eeb571971d51460","83133","true","11.25","1","instock","69b43d84c23d34935c3acb16","3065","true","11.25","3","instock","162AR17"
"stockQty","69e9f2ce2eeb571971d5c7f4","95056","true","4.09","90","instock","69b43d84c23d34935c3acb28","3069","true","4.09","94","instock","301CU07"
"sourcePrice|stockQty|stockStatus|published","69e9f2ce2eeb571971d5c7fc","95058","true","8","1","instock","69b43d85c23d34935c3acb31","3071","false","5.29","0","outofstock","322CU08"
"sourcePrice|stockQty","69e9f2ce2eeb571971d5c7ec","95054","true","1","107","instock","69b43d85c23d34935c3acb3a","3073","true","1.02","1298","instock","600MD42"
"stockQty","69e9eafd2eeb571971d51458","83131","true","9.46","5","instock","69b43d85c23d34935c3acb43","3075","true","9.46","6","instock","162HP01"
"stockQty","69e9f2cd2eeb571971d5c7e4","95052","true","27.61","2","instock","69b43d86c23d34935c3acb4c","3079","true","27.61","3","instock","161BH02"
"stockQty","69e9f2cd2eeb571971d5c7dc","95050","true","9.46","7","instock","69b43d86c23d34935c3acb55","3083","true","9.46","13","instock","308FA01"
"sourcePrice|stockQty","69e9f2cd2eeb571971d5c7d4","95048","true","26.5","1","instock","69b43d86c23d34935c3acb5e","3085","true","30.48","20","instock","302CU22OR"
"stockQty","69e9f2cc2eeb571971d5c7cc","95046","true","28.63","3","instock","69b43d86c23d34935c3acb67","3089","true","28.63","7","instock","302CU18"
"stockQty|stockStatus","69e9f2cc2eeb571971d5c7c4","95044","true","16.36","2","instock","69b43d87c23d34935c3acb70","3093","true","16.36","0","outofstock","312BP06"
"sourcePrice|stockQty","69e9f2cc2eeb571971d5c7bc","95042","true","18.5","7","instock","69b43d87c23d34935c3acb79","3097","true","21.28","10","instock","312NE04"
"sourcePrice|stockQty","69e9f2cb2eeb571971d5c7b3","95040","true","9.5","21","instock","69b43d87c23d34935c3acb82","3099","true","10.93","6","instock","312AC02"
"stockQty","69e9f2cb2eeb571971d5c7ab","95038","true","12.78","12","instock","69b43d88c23d34935c3acb8b","3101","true","12.78","10","instock","312CU03"
"sourcePrice|stockQty","69e9f2ca2eeb571971d5c7a3","95036","true","18.5","8","instock","69b43d88c23d34935c3acb94","3103","true","18.41","4","instock","312CU10"
"sourcePrice|stockQty","69e9e7c82eeb571971d4ca6a","96597","true","26.5","2","instock","69b43d88c23d34935c3acb9d","3105","true","30.48","5","instock","302CU20"
"stockQty","69e9f2ca2eeb571971d5c79a","95034","true","15.34","9","instock","69b43d88c23d34935c3acba6","3109","true","15.34","8","instock","215FR32"
"stockQty","69e9f2c92eeb571971d5c78b","95031","true","2.86","44","instock","69b43d89c23d34935c3acbaf","3111","true","2.86","62","instock","815PE24"
"stockQty","69e9f2ca2eeb571971d5c792","95033","true","2.86","26","instock","69b43d89c23d34935c3acbb7","3113","true","2.86","65","instock","815PE115"
"sourcePrice|stockQty","69e9eafd2eeb571971d51450","83129","true","9.97","5","instock","69b43d89c23d34935c3acbc0","3117","true","10.02","2","instock","168IG14"
"sourcePrice|stockQty","69e9f2c92eeb571971d5c783","95029","true","12.8","14","instock","69b43d8ac23d34935c3acbc9","3119","true","14.72","25","instock","307GR05"
"stockQty|stockStatus","69e9f2c92eeb571971d5c77b","95026","true","12.53","1","instock","69b43d8ac23d34935c3acbd2","3121","true","12.53","0","outofstock","161AR00"
"sourcePrice|stockQty","69e9eafd2eeb571971d51448","83127","true","3.5","53","instock","69b43d8ac23d34935c3acbdb","3125","true","4.03","57","instock","102LG05"
"sourcePrice|stockQty","69e9eafc2eeb571971d51440","83125","true","3.8","46","instock","69b43d8ac23d34935c3acbe4","3127","true","4.37","55","instock","102LG06"
"sourcePrice|stockQty","69e9eafc2eeb571971d51438","83123","true","4","14","instock","69b43d8bc23d34935c3acbed","3129","true","4.6","45","instock","102LG07"
"stockQty","69e9eafc2eeb571971d51430","83122","true","5.37","29","instock","69b43d8bc23d34935c3acbf6","3131","true","5.37","17","instock","102LG13"
"sourcePrice|stockQty","69e9eafb2eeb571971d51428","83121","true","6.5","9","instock","69b43d8bc23d34935c3acbff","3133","true","7.48","17","instock","102LG14"
"sourcePrice|stockQty","69e9eafb2eeb571971d51420","83120","true","7.2","3","instock","69b43d8cc23d34935c3acc08","3135","true","8.28","54","instock","154LG01"
"stockQty","69e9eafb2eeb571971d51418","83118","true","10.99","16","instock","69b43d8cc23d34935c3acc11","3137","true","10.99","6","instock","155LG00"
"stockQty","69e9eafa2eeb571971d51408","83114","true","7.41","23","instock","69b43d8cc23d34935c3acc1a","3139","true","7.41","9","instock","154LG03"
"sourcePrice|stockQty","69e9eafa2eeb571971d51410","83116","true","7.2","48","instock","69b43d8dc23d34935c3acc23","3141","true","7.16","33","instock","154LG00"
"stockQty","69e9eafa2eeb571971d51400","83112","true","11.5","29","instock","69b43d8dc23d34935c3acc2c","3143","true","11.5","19","instock","155LG03"
"stockQty","69e9f2c82eeb571971d5c764","95020","true","12.27","5","instock","69b43d8ec23d34935c3acc47","3151","true","12.27","7","instock","307MK01"
"sourcePrice|stockQty","69e9f2c72eeb571971d5c75c","95018","true","4.1","20","instock","69b43d8ec23d34935c3acc50","3153","true","4.09","23","instock","820PE602"
"sourcePrice|stockQty","69e9f2c72eeb571971d5c754","95016","true","4.5","40","instock","69b43d8ec23d34935c3acc59","3155","true","5.18","38","instock","801PE01"
"sourcePrice","69e9f2c72eeb571971d5c74c","95014","true","4.35","6","instock","69b43d8fc23d34935c3acc62","3159","true","0","6","instock","327LG10"
"sourcePrice|stockQty","69e9f2c62eeb571971d5c744","95012","true","13.3","19","instock","69b43d8fc23d34935c3acc6b","3161","true","13.29","14","instock","222FR38"
"sourcePrice|stockQty","69e9f2c62eeb571971d5c73b","95010","true","4.35","5","instock","69b43d8fc23d34935c3acc74","3163","true","4.6","7","instock","219FR24"
"stockQty","69e9f2c62eeb571971d5c733","95008","true","3.07","7","instock","69b43d90c23d34935c3acc86","3167","true","3.07","4","instock","219FR57"
"sourcePrice|stockQty","69e9f2c42eeb571971d5c713","95000","true","8.6","71","instock","69b43d90c23d34935c3acc98","3173","true","9.89","42","instock","215FR11"
"sourcePrice|stockQty","69e9f2c52eeb571971d5c71b","95002","true","11","9","instock","69b43d91c23d34935c3acca1","3175","true","10.99","7","instock","215FR07"
"sourcePrice|stockQty","69e9f2c52eeb571971d5c723","95004","true","18.5","4","instock","69b43d91c23d34935c3accaa","3177","true","16.36","1","instock","215FR05"
"stockQty|stockStatus","69e9eaf92eeb571971d513f8","83110","true","16.36","3","instock","69b43d91c23d34935c3accb3","3181","true","16.36","0","outofstock","164CY10"
"sourcePrice|stockQty|stockStatus|published","69e9eaf92eeb571971d513f0","83108","true","7.41","0","outofstock","69b43d92c23d34935c3accbc","3183","false","5.88","1","instock","164AC01"
"sourcePrice|stockQty|published","69e9e6722eeb571971d4ab82","96907","true","4.5","304","instock","69b43d92c23d34935c3accc5","3185","false","4.12","166","instock","306CU00"
"sourcePrice|stockQty","69e9e6722eeb571971d4ab8b","96908","true","5","145","instock","69b43d92c23d34935c3accce","3187","true","5.75","49","instock","306CU01"
"sourcePrice|stockQty","69e9f2c42eeb571971d5c70b","94998","true","5.5","24","instock","69b43d92c23d34935c3accd7","3189","true","6.33","30","instock","306CU02"
"stockQty","69e9e6582eeb571971d4a937","96348","true","6.14","47","instock","69b43d93c23d34935c3acce0","3191","true","6.14","35","instock","306CU03"
"sourcePrice|stockQty|stockStatus|published","69e9f2c32eeb571971d5c703","94996","true","43.46","2","instock","69b43d93c23d34935c3acce9","3193","false","0","0","outofstock","802PE00"
"sourcePrice|stockQty","69e9e7e32eeb571971d4ccd6","99210","true","3.3","26","instock","69b43d93c23d34935c3accf2","3195","true","3.8","19","instock","112AC00"
"stockQty","69e9eaf92eeb571971d513e8","83106","true","4.35","24","instock","69b43d94c23d34935c3accfb","3197","true","4.35","26","instock","167PH02"
"sourcePrice|stockQty","69e9eaf82eeb571971d513e0","83104","true","8.5","25","instock","69b43d94c23d34935c3acd04","3199","true","9.78","29","instock","154AR02"
"stockQty","69e9eaf82eeb571971d513d8","83102","true","12.78","1","instock","69b43d94c23d34935c3acd0d","3201","true","12.78","4","instock","162GR00"
"stockQty","69e9eaf82eeb571971d513d0","83100","true","11.25","1","instock","69b43d94c23d34935c3acd16","3203","true","11.25","2","instock","162ID05"
"sourcePrice|stockQty","69e9e8072eeb571971d4d009","97601","true","4","508","instock","69b43d95c23d34935c3acd1f","3205","true","4.6","304","instock","162LG00"
"sourcePrice|stockQty","69e9eaf72eeb571971d513c8","83098","true","13.29","5","instock","69b43d95c23d34935c3acd28","3209","true","15.34","4","instock","163SU00"
"sourcePrice|stockQty","69e9f35b2eeb571971d5d4c4","107385","true","7.57","16","instock","69b43d95c23d34935c3acd31","3211","true","8.99","10","instock","154AR00"
"sourcePrice|stockQty","69e9f2c32eeb571971d5c6fa","94994","true","19.68","1","instock","69b43d96c23d34935c3acd43","3217","true","19.43","3","instock","148AR11"
"stockQty","69e9eaf72eeb571971d513b8","83093","true","10.12","2","instock","69b43d96c23d34935c3acd4c","3219","true","10.12","5","instock","149SL02"
"stockQty","69e9eaf62eeb571971d513b0","83091","true","6.14","17","instock","69b43d96c23d34935c3acd55","3221","true","6.14","14","instock","150CY02"
"stockQty|stockStatus","69e9eaf52eeb571971d513a0","83087","true","9.46","9","instock","69b43d97c23d34935c3acd67","3225","true","9.46","0","outofstock","119AC00"
"stockQty","69e9eaf52eeb571971d51398","83085","true","6.39","4","instock","69b43d97c23d34935c3acd70","3227","true","6.39","1","instock","139PL00"
"sourcePrice|stockQty","69e9f2c32eeb571971d5c6f2","94992","true","6.5","26","instock","69b43d98c23d34935c3acd79","3231","true","0","19","instock","600MD71"
"sourcePrice|stockQty","69e9f2c22eeb571971d5c6ea","94991","true","4","3","instock","69b43d98c23d34935c3acd82","3233","true","4.6","52","instock","600MD74"
"sourcePrice|stockQty|stockStatus|published","69e9f2c22eeb571971d5c6e2","94989","true","4.09","3","instock","69b43d98c23d34935c3acd8b","3235","false","0","0","outofstock","600MD73"
"stockQty","69e9f2c22eeb571971d5c6da","94986","true","3.32","127","instock","69b43d99c23d34935c3acd94","3237","true","3.32","139","instock","600MD100"
"sourcePrice|stockQty","69e9f2c12eeb571971d5c6d2","94984","true","21.5","11","instock","69b43d99c23d34935c3acda6","3243","true","21.47","9","instock","301CU08"
"stockQty","69e9f2c12eeb571971d5c6c9","94982","true","14.32","14","instock","69b43d99c23d34935c3acdaf","3245","true","14.32","22","instock","307GR12"
"sourcePrice","69e9f2c12eeb571971d5c6c1","94980","true","3.07","24","instock","69b43d9ac23d34935c3acdb8","3249","true","3.99","24","instock","301CU09"
"sourcePrice|stockQty","69e9f2c02eeb571971d5c6b1","94976","true","1.9","106","instock","69b43d9ac23d34935c3acdc1","3251","true","1.64","39","instock","300CU34"
"stockQty","69e9f2c02eeb571971d5c6b9","94978","true","1.64","32","instock","69b43d9ac23d34935c3acdca","3253","true","1.64","38","instock","300CU32"
"sourcePrice|stockQty","69e9f2c02eeb571971d5c6a9","94974","true","6.14","14","instock","69b43d9bc23d34935c3acdd3","3255","true","7.06","13","instock","111LG55"
"stockQty","69e9f2bf2eeb571971d5c6a1","94972","true","1.94","73.5","instock","69b43d9bc23d34935c3acddc","3257","true","1.94","39","instock","300CU11"
